t,x,y,z,dist_to_sep
2.306772641834268711e+01,-3.840432675661079598e-01,-7.398484423443072444e-01,2.763005369179214021e+00,8.335855978855146731e-01
2.316845884811711187e+01,-3.195818733531868294e-01,-7.259375045411875504e-01,2.814952091388843503e+00,7.931694864752545371e-01
2.326919127789153308e+01,-2.773953554925115417e-01,-7.709943576511026908e-01,2.789019905356084461e+00,8.193781073342473187e-01
2.336992370766595428e+01,-1.864315644302676489e-01,-8.464814245539514781e-01,2.787415026677166896e+00,8.667684410099413261e-01
2.347065613744037549e+01,-6.034343179535758828e-02,-8.337872812222125729e-01,2.801114953309245426e+00,8.359680377196068157e-01
2.357138856721480025e+01,-1.609763728966659424e-02,-8.214976733375934925e-01,2.835337543267979044e+00,8.216553786262152936e-01
2.367212099698922145e+01,4.381510544033877935e-02,-8.082657871544939310e-01,2.843922803227755480e+00,8.094524977719332881e-01
2.377285342676364266e+01,1.507144501279539250e-01,-7.985037038977161883e-01,2.857042831329688504e+00,8.126026154374246246e-01
2.387358585653806742e+01,2.863935420305620538e-01,-8.450205401599834021e-01,2.877647295548213968e+00,8.922336993238270120e-01
2.397431828631248862e+01,3.612839384234373119e-01,-7.994555501977581580e-01,2.859508201761344903e+00,8.772999834177305223e-01
2.407505071608690983e+01,4.275939504935730717e-01,-7.161986895620948701e-01,2.872221974557430002e+00,8.341325730536857108e-01
2.417578314586133104e+01,4.693421592510970131e-01,-6.664087325290560804e-01,2.853809007512788209e+00,8.150967189490245790e-01
2.427651557563575579e+01,5.357712018352883687e-01,-6.912127240603380685e-01,2.924759253552513982e+00,8.745432011164127051e-01
2.437724800541017700e+01,6.498291898316050919e-01,-6.084641529634235990e-01,2.902717158971279243e+00,8.902283984454195664e-01
2.447798043518459821e+01,6.824290772422040297e-01,-5.156220094286378952e-01,2.942161125126050880e+00,8.553218704516285520e-01
2.457871286495902297e+01,7.499294045681755838e-01,-4.422416469929294491e-01,2.962426967732775918e+00,8.706157511617838018e-01
2.467944529473344417e+01,8.093493948261062387e-01,-3.795236503774419012e-01,2.978233893335944238e+00,8.939153450418015900e-01
2.478017772450786538e+01,8.506424228102672513e-01,-3.541274278143385912e-01,2.984369157292710018e+00,9.214112906921214652e-01
2.488091015428228658e+01,9.054283970883399979e-01,-2.520311423264185446e-01,2.962881457874106506e+00,9.398512004335155545e-01
2.498164258405671134e+01,9.080775019779823154e-01,-1.318362092344217418e-01,3.005606528297320779e+00,9.175976981574630598e-01
2.508237501383113255e+01,9.382030136789378805e-01,-4.109553539540918010e-02,3.001524410991969205e+00,9.391026237348486516e-01
2.518310744360555375e+01,9.645185745332996996e-01,5.419157863518721252e-02,3.018790637377570363e+00,9.660397547796478745e-01
2.528383987337997851e+01,9.781201995320819575e-01,1.541751629776545451e-01,3.042516344020263386e+00,9.901964984849553897e-01
2.538457230315439972e+01,9.504287164539964028e-01,2.421716777996920367e-01,3.051777645694564889e+00,9.807965469906125833e-01
2.548530473292882093e+01,9.354140635197059073e-01,3.429950216397481544e-01,3.060652157780029192e+00,9.963157406666320881e-01
2.558603716270324213e+01,9.185200117317596780e-01,4.506470757969016638e-01,3.068461950152232998e+00,1.023113776114861206e+00
2.568676959247766689e+01,8.781507380540829466e-01,5.561113395813882532e-01,3.076336653527500520e+00,1.039427025219152423e+00
2.578750202225208810e+01,8.291333462984110669e-01,6.525717990708753691e-01,3.099894219371398307e+00,1.055136038094898865e+00
2.588823445202650930e+01,7.799118630076443681e-01,7.262681149545098247e-01,3.113965136926663213e+00,1.065705348048714640e+00
2.598896688180093406e+01,7.149509122762061075e-01,8.142173595265370656e-01,3.118258441281310578e+00,1.083561126803165298e+00
2.608969931157535527e+01,6.461041118717003595e-01,9.094129748214606623e-01,3.128456394955644093e+00,1.115563750823383993e+00
2.619043174134977647e+01,5.528379160535035197e-01,9.897267041964770140e-01,3.149664868241679017e+00,1.133661638420389250e+00
2.629116417112419768e+01,4.545111227931762365e-01,1.048051760359703710e+00,3.152566744766757356e+00,1.142362837777817219e+00
2.639189660089862244e+01,3.528489522298685066e-01,1.100425452248972036e+00,3.158922647144382090e+00,1.155611768305891962e+00
2.649262903067304364e+01,2.530989868628322759e-01,1.157548910580400436e+00,3.172827966869854244e+00,1.184896019715174775e+00
2.659336146044746485e+01,1.423404733801556799e-01,1.210176501024612383e+00,3.186246001974617048e+00,1.218518762265998312e+00
2.669409389022188961e+01,1.184112711135123890e-02,1.232915936713548266e+00,3.211513722861461861e+00,1.232972797466964865e+00
2.679482631999631081e+01,-1.147583214188307860e-01,1.233791031575238506e+00,3.214723182371944876e+00,1.239116532829079409e+00
2.689555874977073202e+01,-2.518304798741927697e-01,1.242962588758712794e+00,3.228357188627730689e+00,1.268217090110138390e+00
2.699629117954515323e+01,-3.695541441355282286e-01,1.249458598105191776e+00,3.235528837592286155e+00,1.302964717030639319e+00
2.709702360931957799e+01,-5.054200040661593896e-01,1.221143416624754563e+00,3.248827174172704169e+00,1.321605320992699228e+00
2.719775603909399919e+01,-6.270273597406851307e-01,1.170950379582069267e+00,3.263696855921996764e+00,1.328265071929080943e+00
2.729848846886842040e+01,-7.595985843551827932e-01,1.113704116532549637e+00,3.279460163493294278e+00,1.348082663836288830e+00
2.739922089864284516e+01,-8.933398294291344799e-01,1.058299610476007402e+00,3.292998352866088663e+00,1.384938307787803247e+00
2.749995332841726636e+01,-1.017002369200383116e+00,9.824162466720476328e-01,3.308280037390755712e+00,1.414013967641192027e+00
2.760068575819168757e+01,-1.116010697501097271e+00,8.824793530040070388e-01,3.303760617126070720e+00,1.422761288978322103e+00
2.770141818796610877e+01,-1.203268124241534398e+00,7.847434664517906056e-01,3.320087322651135153e+00,1.436550203422948035e+00
2.780215061774053353e+01,-1.298557076721750025e+00,6.586233460806469875e-01,3.334262478040513678e+00,1.456034063305733373e+00
2.790288304751495474e+01,-1.392156500465138169e+00,5.358088298385271786e-01,3.346026320546582777e+00,1.491707351969638884e+00
2.800361547728937595e+01,-1.467657019332905488e+00,3.957407138930620905e-01,3.361721331476189345e+00,1.520074945201630001e+00
2.810434790706380070e+01,-1.499318168727393985e+00,2.635837181715731115e-01,3.375174643104749794e+00,1.522311186177523146e+00
2.820508033683822191e+01,-1.534966681444325021e+00,1.122204220424840582e-01,3.393959216934669065e+00,1.539063395792258149e+00
2.830581276661264312e+01,-1.579993709717696371e+00,-4.262910564622730131e-02,3.397041289153076793e+00,1.580568683542630914e+00
2.840654519638706432e+01,-1.579650312047674365e+00,-2.075383072259273931e-01,3.402243035543829119e+00,1.593225425769535741e+00
2.850727762616148908e+01,-1.566999339271461400e+00,-3.801593901957844301e-01,3.415454417602233228e+00,1.612454058642052379e+00
2.860801005593591029e+01,-1.531737952928452717e+00,-5.384898879516297754e-01,3.433523251741333215e+00,1.623635585920561786e+00
2.870874248571033149e+01,-1.501145869091184526e+00,-6.946531417192373103e-01,3.449527997889879405e+00,1.654080381236031183e+00
2.880947491548475625e+01,-1.460657232892596857e+00,-8.511762199460305434e-01,3.457187349338895821e+00,1.690568102562884478e+00
2.891020734525917746e+01,-1.376287325664256933e+00,-1.005290698628994228e+00,3.471686648643591333e+00,1.704340397788553174e+00
2.901093977503359866e+01,-1.264570168378549297e+00,-1.143305553936224683e+00,3.474586514609531829e+00,1.704783065499646089e+00
2.911167220480801987e+01,-1.149903156676836513e+00,-1.286770403492636605e+00,3.489414785765917237e+00,1.725704302897792530e+00
2.921240463458244463e+01,-1.031817926123152596e+00,-1.420059560668501364e+00,3.505058934231451317e+00,1.755339678955358362e+00
2.931313706435686584e+01,-9.016082945528273163e-01,-1.534018183750249342e+00,3.509440172065132479e+00,1.779356429972047904e+00
2.941386949413128704e+01,-7.492632784499448917e-01,-1.612349379973747387e+00,3.532205197076390579e+00,1.777938689475901723e+00
2.951460192390571180e+01,-5.824447923988617104e-01,-1.686059962731673023e+00,3.549487288424617137e+00,1.783827383498550301e+00
2.961533435368013301e+01,-4.123879904315736478e-01,-1.766274461541230023e+00,3.551375277620596460e+00,1.813777640215292086e+00
2.971606678345455421e+01,-2.278053971136579647e-01,-1.812946908669611501e+00,3.562611060682718378e+00,1.827203270741603047e+00
2.981679921322897542e+01,-5.996148471338154373e-02,-1.845365997572893768e+00,3.570813084288313455e+00,1.846339904959873435e+00
2.991753164300340018e+01,1.257987283831990544e-01,-1.836047657520842202e+00,3.587077695031375413e+00,1.840352227360458670e+00
3.001826407277782138e+01,3.112691383568525483e-01,-1.821178328039148475e+00,3.599437254626618898e+00,1.847587340022897484e+00
3.011899650255224259e+01,5.028269049603185659e-01,-1.803590963564184024e+00,3.611255345503231684e+00,1.872371560402035895e+00
3.021972893232666735e+01,6.973162499158620520e-01,-1.753352725495749720e+00,3.629672553579892824e+00,1.886927590661627629e+00
3.032046136210108855e+01,8.734330740833982087e-01,-1.673847685549760822e+00,3.648380052165611342e+00,1.888028445051362691e+00
3.042119379187550976e+01,1.025134748771252102e+00,-1.585390149440246255e+00,3.649003606413390610e+00,1.887952112496623869e+00
3.052192622164993097e+01,1.181192499086773262e+00,-1.488905796193984221e+00,3.660292797762017436e+00,1.900541025560589903e+00
3.062265865142435572e+01,1.342289164923839317e+00,-1.371454513699681410e+00,3.675647160169488892e+00,1.919017374965419132e+00
3.072339108119877693e+01,1.477769034472921961e+00,-1.214254690127875902e+00,3.689125963064856073e+00,1.912646274600867224e+00
3.082412351097319814e+01,1.589619042805689553e+00,-1.064133140175190118e+00,3.700892967844752413e+00,1.912921336926740379e+00
3.092485594074762290e+01,1.682748750140904637e+00,-8.962022022166916679e-01,3.712526727367628343e+00,1.906520847868919732e+00
3.102558837052204410e+01,1.777188442398638157e+00,-7.270467213782518812e-01,3.723843596092388353e+00,1.920155122603943054e+00
3.112632080029646531e+01,1.843550140736963883e+00,-5.570803990180176468e-01,3.733421499744301819e+00,1.925880497949276515e+00
3.122705323007088651e+01,1.875320685337426463e+00,-3.601321368228709296e-01,3.747940886267394411e+00,1.909587083331640622e+00
3.132778565984531127e+01,1.902124975083580471e+00,-1.622945472442426929e-01,3.758841868483378423e+00,1.909036128757631845e+00
3.142851808961973248e+01,1.905009473257156305e+00,3.062826984095144006e-02,3.775635654941727815e+00,1.905255674210933448e+00
3.152925051939415368e+01,1.903850768752671119e+00,2.193769839933580046e-01,3.790463894079389551e+00,1.916448280227295520e+00
3.162998294916857844e+01,1.857567815078665863e+00,4.031278893746967906e-01,3.800504986441460176e+00,1.900807797439769020e+00
3.173071537894299965e+01,1.787388580820796102e+00,5.768232482682158491e-01,3.797177960717569078e+00,1.878159471022435634e+00
3.183144780871742086e+01,1.717382274474126280e+00,7.413789369621179848e-01,3.810627594107358185e+00,1.870573335864970321e+00
3.193218023849184206e+01,1.631444391969484542e+00,9.335121108966678571e-01,3.823220650231954565e+00,1.879642430165757272e+00
3.203291266826626327e+01,1.514140399352446043e+00,1.089103352196220786e+00,3.839344996892312789e+00,1.865145372542373892e+00
3.213364509804068803e+01,1.393834459506172241e+00,1.208652100902011250e+00,3.858371037150575944e+00,1.844888723343960590e+00
3.223437752781511278e+01,1.255121288633470167e+00,1.325228964180321212e+00,3.867649161743868635e+00,1.825256490656419928e+00
3.233510995758953044e+01,1.105442081204695448e+00,1.440783631427937195e+00,3.878408751481791317e+00,1.816001009770876307e+00
3.243584238736395520e+01,9.429511830072314638e-01,1.536618957024630472e+00,3.896970819921104390e+00,1.802874025721764140e+00
3.253657481713837996e+01,7.673988551903958566e-01,1.602248477960454665e+00,3.901508445566121974e+00,1.776541918468045544e+00
3.263730724691279761e+01,5.948481181360877335e-01,1.645775940092319090e+00,3.908478040533245323e+00,1.749977922328393554e+00
3.273803967668722237e+01,4.249000164038491123e-01,1.682823103607984594e+00,3.924439779612441281e+00,1.735636373776719754e+00
3.283877210646164002e+01,2.550379935344058158e-01,1.703598400806995095e+00,3.943453987500942670e+00,1.722582912192677895e+00
3.293950453623606478e+01,7.734734665840177492e-02,1.693742590721172947e+00,3.959327089474599326e+00,1.695507763372956500e+00
3.304023696601048954e+01,-9.098606646045302726e-02,1.656423805269751082e+00,3.962756329396448507e+00,1.658920819977333316e+00
3.314096939578490719e+01,-2.556942950800121794e-01,1.606635657134613648e+00,3.975711426305406970e+00,1.626855158676652646e+00
3.324170182555933195e+01,-4.055328971603078259e-01,1.565943143446142161e+00,3.993532109869642355e+00,1.617601576156878496e+00
3.334243425533375671e+01,-5.435788842532600640e-01,1.490870530713190867e+00,3.998510143603191569e+00,1.586875213353290182e+00
3.344316668510817436e+01,-6.732722544803722009e-01,1.393013342701089785e+00,4.011430002917744986e+00,1.547185089637418631e+00
3.354389911488259912e+01,-7.930795627442672746e-01,1.280039703392210848e+00,4.023541220609386571e+00,1.505814342840131603e+00
3.364463154465702388e+01,-9.130825294582481932e-01,1.172640164362547477e+00,4.041108509982916708e+00,1.486204784233348786e+00
3.374536397443144153e+01,-1.008323731070170926e+00,1.058923434869207814e+00,4.051365681147611753e+00,1.462202307327707729e+00
3.384609640420586629e+01,-1.074415463036296314e+00,9.305368910895731593e-01,4.057069654930828939e+00,1.421361140910411658e+00
3.394682883398029105e+01,-1.116837414664376915e+00,7.915128704532375936e-01,4.064166203298905877e+00,1.368874879193614724e+00
3.404756126375470870e+01,-1.170087262116876303e+00,6.542801279201486686e-01,4.081946150875049639e+00,1.340591916564982888e+00
3.414829369352913346e+01,-1.208253486043079139e+00,5.206127220337888328e-01,4.098212579785527332e+00,1.315642083880978586e+00
3.424902612330355112e+01,-1.222157783049404811e+00,3.840433703592819326e-01,4.112950825159677137e+00,1.281077264252688419e+00
3.434975855307797588e+01,-1.204748509542762580e+00,2.413638036975850054e-01,4.124335741275052314e+00,1.228688510966418290e+00
3.445049098285240063e+01,-1.188701753595098554e+00,1.296192424987807346e-01,4.137324599581208240e+00,1.195747886063789123e+00
3.455122341262681829e+01,-1.153556069447468246e+00,1.902285415519170894e-02,4.147184436416066156e+00,1.153712908109856272e+00
3.465195584240124305e+01,-1.127136157695311169e+00,-1.010636537462436674e-01,4.153118094047726139e+00,1.131657978407208498e+00
3.475268827217566781e+01,-1.064143712943697473e+00,-2.103070075385053417e-01,4.164160297061117788e+00,1.084726177068387809e+00
3.485342070195008546e+01,-9.842553766970612017e-01,-3.055954230627775381e-01,4.176749598727843349e+00,1.030605263500042446e+00
3.495415313172451022e+01,-9.154332489901770842e-01,-3.848473712869348584e-01,4.196566698096765080e+00,9.930385352760362494e-01
3.505488556149893498e+01,-8.607834385953703205e-01,-4.634208449089324833e-01,4.208366205629934242e+00,9.776026839448521688e-01
3.515561799127335263e+01,-7.811933884659409966e-01,-5.294624778590368841e-01,4.227659773962440859e+00,9.437126817223183695e-01
3.525635042104777739e+01,-6.927147476777493207e-01,-5.679979059299048449e-01,4.232068811948423104e+00,8.958098809407076812e-01
3.535708285082220215e+01,-5.198824639518033752e-01,-6.257734305501574390e-01,4.257864290476392810e+00,8.135540318301611729e-01
3.545781528059661980e+01,-4.866563053280571483e-01,-6.476079270840362501e-01,4.242462330542370985e+00,8.100804816421869337e-01
3.555854771037104456e+01,-4.354115018332624376e-01,-7.012158119196501005e-01,4.298076710213198481e+00,8.254009878930550492e-01
3.565928014014546221e+01,-3.904647413760184982e-01,-6.281576604949649090e-01,4.269072303185377670e+00,7.396247431612524847e-01
3.576001256991988697e+01,-2.712765185353124275e-01,-6.379008496911813264e-01,4.333746456740746211e+00,6.931871634308953700e-01
3.586074499969431173e+01,-9.607828846254826138e-02,-6.211767549902653673e-01,4.316861068878871777e+00,6.285631220920686602e-01
3.596147742946872938e+01,-1.166896383434234408e-01,-7.202826272607709690e-01,4.234062404618758713e+00,7.296735810144133749e-01
3.606220985924315414e+01,-5.281088123747711832e-02,-6.823610930425860754e-01,4.369925233985817670e+00,6.844016733434772348e-01
3.616294228901757890e+01,1.678548666624574970e-01,-5.759862144117865457e-01,4.389392636906783274e+00,5.999461437951676412e-01
3.626367471879199655e+01,-4.201774311771544479e-03,-4.653833157761164685e-01,4.365650998394109195e+00,4.654022835248443624e-01
3.636440714856642131e+01,8.843962678638896124e-02,-5.412289757059621786e-01,4.359494293846510438e+00,5.484071222457279626e-01
3.646513957834084607e+01,1.461460804436450767e-01,-7.276487764432335581e-01,4.488356266956989415e+00,7.421801793960650651e-01
3.656587200811526372e+01,2.876325000017782019e-01,-4.692239199606548783e-01,4.432314312415230440e+00,5.503667342059438417e-01
3.666660443788968848e+01,2.701073475159549986e-01,-2.174213173898022489e-01,4.324617772993636144e+00,3.467419911657975140e-01
3.676733686766411324e+01,2.762629841063287128e-01,-1.635997023044390986e-01,4.403273861407130951e+00,3.210702399498195914e-01
3.686806929743853090e+01,4.059866312809682354e-01,-3.684701745406623319e-01,4.484274296866411547e+00,5.482658244910902923e-01
3.696880172721295565e+01,4.705524176564628291e-01,-3.116986442376133981e-01,4.477841718410762617e+00,5.644250371678319889e-01
3.706953415698737331e+01,1.327940860377875842e-01,4.493121913698781833e-02,4.317814971209404717e+00,1.401894565926673220e-01
3.717026658676179807e+01,9.536257499529669779e-02,2.352302065319038515e-01,4.674682597509949744e+00,2.538252760754446946e-01
3.727099901653622283e+01,6.102532582579742737e-01,-2.179042479725005199e-01,4.364475887411860100e+00,6.479902009281736097e-01
3.737173144631064048e+01,4.782954266382689057e-01,-3.325296176293167649e-01,4.476775992205079824e+00,5.825310822126003041e-01
3.747246387608506524e+01,4.827857623286859190e-01,-2.841040588838897318e-01,4.457272701109732616e+00,5.601760514174013439e-01
3.757319630585949000e+01,-1.227312265916980782e-01,1.081403502444649167e-01,4.406580642213437038e+00,1.635765549572990585e-01
3.767392873563390765e+01,8.323235299551870470e-02,1.501766039117001794e-01,4.461946163200364524e+00,1.716992630957463184e-01
3.777466116540833241e+01,5.060923363411742315e-01,5.069247768450467762e-01,4.590805060444807850e+00,7.163115120411430725e-01
3.787539359518275717e+01,4.522798632401537899e-01,-3.807556434220579211e-01,4.501790426672153345e+00,5.912122585757821902e-01
3.797612602495717482e+01,9.109597558806764583e-02,-3.171159495564151998e-01,4.894773861243188584e+00,3.299409071809809579e-01
3.807685845473159958e+01,3.553362593748728843e-02,1.475209963300664895e-01,4.548642159359471471e+00,1.517401823199140687e-01
3.817759088450602434e+01,3.253793643260465274e-01,2.799292966766855906e-01,4.464464329126029085e+00,4.292227182560657273e-01
3.827832331428044199e+01,7.129493206084511758e-01,6.567481133070890431e-02,4.092596920292548290e+00,7.159678167343671573e-01
3.837905574405486675e+01,4.528819879256842929e-02,2.298901602471559169e-01,4.718183555418266728e+00,2.343085716066277968e-01
3.847978817382928440e+01,1.775489239422061993e-01,-1.978328306107796086e-01,4.899509756112593983e+00,2.658222136325494311e-01
3.858052060360370916e+01,5.017664987126910781e-01,7.271774670868277890e-02,4.938008776598308280e+00,5.070083726298622029e-01
3.868125303337813392e+01,4.101928056056521887e-01,3.585004290508119196e-01,4.840723844836924528e+00,5.447758212331496042e-01
3.878198546315255157e+01,8.769834681690119593e-02,4.867314674971865984e-01,4.885603189513646250e+00,4.945690260078791645e-01
3.888271789292697633e+01,-5.795349107713763104e-01,-1.053180029943696083e-01,4.341836238316853169e+00,5.890268198966063240e-01
3.898345032270140109e+01,-3.783643531337069210e-02,4.859920869275772409e-02,4.318232122567282616e+00,6.159122439751545108e-02
3.908418275247581875e+01,9.154561131621363756e-02,2.830747072690918964e-01,5.093116557101097897e+00,2.975094769024027586e-01
3.918491518225024350e+01,4.940334725124700954e-01,5.018975725807754973e-01,4.720859048988005569e+00,7.042515497499486354e-01
3.928564761202466826e+01,-2.156284231700336118e-01,-1.223068014483064125e-02,4.798751825068480414e+00,2.159750134057183968e-01
3.938638004179908592e+01,-3.278463441312895466e-01,7.333046911388670097e-02,4.536038077716226802e+00,3.359472920871883206e-01
3.948711247157351067e+01,-2.941949728194125369e-01,3.314059412658312831e-01,4.755271454047734103e+00,4.431484852038947153e-01
3.958784490134793543e+01,-7.764597587459484695e-02,4.057007777561362771e-01,4.780012709562098117e+00,4.130641822301372446e-01
3.968857733112235309e+01,-1.624727219710792037e-01,5.830362601146681367e-01,4.691416407534843458e+00,6.052509116004622935e-01
3.978930976089677785e+01,-2.198790843823994756e-01,2.058248872062269919e-01,4.816448415470675037e+00,3.011821640507592046e-01
3.989004219067119550e+01,-1.559092374268121195e-01,1.822647575527701069e-01,5.023017840744054219e+00,2.398502286027264507e-01
3.999077462044562026e+01,-3.504936348332800544e-01,3.037456253756609104e-01,4.951728315850838058e+00,4.637964995485585051e-01
4.009150705022004502e+01,-2.777666737797778174e-01,5.807275168507821661e-01,4.715821571629136955e+00,6.437381252422113009e-01
4.019223947999446267e+01,-3.803771502178546760e-01,4.555925682802496879e-01,4.694387509830819205e+00,5.935076787035281631e-01
4.029297190976888743e+01,-3.631637895588627485e-01,2.246528248124557425e-01,4.814321941846428921e+00,4.270325862776397918e-01
4.039370433954331219e+01,-4.680938571493072353e-01,1.884320783112262698e-01,4.748697981438515292e+00,5.045973714136887667e-01
4.049443676931772984e+01,-7.031238680317705159e-01,9.155796121725520709e-02,5.035170864638038424e+00,7.090599650651692176e-01
4.059516919909215460e+01,-5.724863954047996195e-01,1.336783471651001309e-01,4.875090464852388727e+00,5.878865310792326104e-01
4.069590162886657936e+01,-4.898355896418957744e-01,2.176603048175700800e-02,4.754017056556854470e+00,4.903189420803121257e-01
4.079663405864099701e+01,-6.243400395532661129e-01,-2.103555379959738680e-02,4.777959026624609251e+00,6.246943088527617816e-01
4.089736648841542177e+01,-7.594704229900703929e-01,8.395928987448286751e-02,4.887425524479362515e+00,7.640971703605137222e-01
4.099809891818984653e+01,-6.466761577943874739e-01,-1.020133033947798751e-01,4.925012599477245345e+00,6.546730230651228721e-01
4.109883134796426418e+01,-6.493885629082309929e-01,-1.899725787557784984e-01,4.941812969891704377e+00,6.766055618417113893e-01
4.119956377773868894e+01,-6.105706921219015149e-01,-2.335936511927785564e-01,4.968371756297349506e+00,6.537297331128448796e-01
4.130029620751310659e+01,-6.883519481104837245e-01,-3.542688116005339727e-01,4.935330675786753218e+00,7.741671624012173014e-01
4.140102863728753135e+01,-7.037573025734447096e-01,-3.901148766164544979e-01,4.964214222695770395e+00,8.046514511780380463e-01
4.150176106706195611e+01,-6.367237735872387505e-01,-4.585952910270648664e-01,5.002258430753954599e+00,7.846826140570285490e-01
4.160249349683637377e+01,-5.185595809565847203e-01,-5.182452384463033246e-01,4.961736053763846854e+00,7.331317522615798943e-01
4.170322592661079852e+01,-4.898809105848015433e-01,-6.531407541297427066e-01,5.010171611734438812e+00,8.164411499064481159e-01
4.180395835638522328e+01,-5.031833088570560886e-01,-7.442612637426939681e-01,4.982515825422274780e+00,8.983976129867038418e-01
4.190469078615964094e+01,-4.559390925846004139e-01,-8.148136812884517743e-01,5.040723535444239900e+00,9.337032672973291092e-01
4.200542321593406569e+01,-3.624675194913382081e-01,-8.490985166245670346e-01,5.048802474816968200e+00,9.232285706260632274e-01
4.210615564570849045e+01,-2.911216884960617923e-01,-9.097058938799883476e-01,5.060739882801644107e+00,9.551526845864940496e-01
4.220688807548290811e+01,-1.968998584644236771e-01,-9.679257223150127265e-01,5.063967334125726971e+00,9.877498459541004250e-01
4.230762050525733287e+01,-9.669701647897441243e-02,-1.026865796548057430e+00,5.077722050716706903e+00,1.031408588831900008e+00
4.240835293503175762e+01,-4.861697624413992627e-03,-1.053410981750090736e+00,5.084541961869899040e+00,1.053422200532854403e+00
4.250908536480617528e+01,9.513346155323101905e-02,-1.066440763936276515e+00,5.101137277425208616e+00,1.070675617772296695e+00
4.260981779458060004e+01,2.155308916098677696e-01,-1.083659987036060590e+00,5.119825216440614390e+00,1.104885755515537360e+00
4.271055022435501769e+01,3.392484753262010044e-01,-1.100272184861167402e+00,5.126373154956654687e+00,1.151385430162427781e+00
4.281128265412944245e+01,4.660636391125018707e-01,-1.088091860542322653e+00,5.147424702078445158e+00,1.183705712025265866e+00
4.291201508390386721e+01,5.810677759781963658e-01,-1.050317837874000348e+00,5.155041361204566464e+00,1.200336336547620508e+00
4.301274751367828486e+01,6.836503159487196113e-01,-1.021350225296887126e+00,5.162139762966176271e+00,1.229037850194527604e+00
4.311347994345270962e+01,8.147471167621739285e-01,-9.728836548735174672e-01,5.164314406588235151e+00,1.268982060626677733e+00
4.321421237322713438e+01,9.358445817532271560e-01,-9.015181390547277740e-01,5.186647069409802135e+00,1.299438354152120612e+00
4.331494480300155203e+01,1.042717859452094720e+00,-8.184599742907304742e-01,5.197309024489571883e+00,1.325570542798964579e+00
4.341567723277597679e+01,1.129069214164771351e+00,-7.144270590159454981e-01,5.216967094894011225e+00,1.336115007410973998e+00
4.351640966255040155e+01,1.227985199953950612e+00,-6.201090424763539000e-01,5.220811766424370504e+00,1.375675425333637625e+00
4.361714209232481920e+01,1.320856477097545278e+00,-5.110284557395046168e-01,5.226296631912740409e+00,1.416266894220874262e+00
4.371787452209924396e+01,1.394318910647714516e+00,-3.809051113492897822e-01,5.242379664004917394e+00,1.445411335378910200e+00
4.381860695187366872e+01,1.428609397538512571e+00,-2.432012737598963359e-01,5.259183472337694454e+00,1.449162403008644073e+00
4.391933938164808637e+01,1.471129012642655054e+00,-8.943406769423049851e-02,5.263453589576901237e+00,1.473844979739487249e+00
4.402007181142251113e+01,1.525700535251171663e+00,6.124707998437018547e-02,5.285358276046451920e+00,1.526929378875239163e+00
4.412080424119692879e+01,1.541051817867409301e+00,2.221852991585184511e-01,5.297476323225402517e+00,1.556986516484522243e+00
4.422153667097135354e+01,1.525641852855414982e+00,3.595250046694986601e-01,5.314686724119512817e+00,1.567431431408311093e+00
4.432226910074577830e+01,1.492009820701785783e+00,5.204287204886903773e-01,5.318910315929767485e+00,1.580170673750171506e+00
4.442300153052019596e+01,1.455240889164460150e+00,6.912596958782364354e-01,5.331692545046576193e+00,1.611076041855827645e+00
4.452373396029462072e+01,1.411848544163452512e+00,8.497379038076536828e-01,5.338404275104600138e+00,1.647838225319429029e+00
4.462446639006904547e+01,1.334920493859012680e+00,9.948933721173460754e-01,5.348706358134832861e+00,1.664880039764971897e+00
4.472519881984346313e+01,1.239441275021603062e+00,1.133222430453306062e+00,5.370240205178504311e+00,1.679406964112533096e+00
4.482593124961788789e+01,1.141592705689746357e+00,1.266043141819547246e+00,5.385607547924909255e+00,1.704728465953550653e+00
4.492666367939231264e+01,1.029099940225327803e+00,1.399420307782286432e+00,5.391203746751639159e+00,1.737073367709390137e+00
4.502739610916673030e+01,8.786676119373941773e-01,1.520048163069576574e+00,5.401256216362833484e+00,1.755734373508406554e+00
4.512812853894115506e+01,7.150265842491539958e-01,1.615357391095387340e+00,5.413580298915418254e+00,1.766534040755939783e+00
4.522886096871557982e+01,5.584957866025807016e-01,1.683166133951629950e+00,5.423126225029901271e+00,1.773405136491521317e+00
4.532959339848999747e+01,4.017394941716400103e-01,1.754226599953567334e+00,5.432677372151621498e+00,1.799640404403595850e+00
4.543032582826442223e+01,2.314864956964385601e-01,1.816524104211472368e+00,5.455300673562105018e+00,1.831214301732899230e+00
4.553105825803883988e+01,4.053405521738767670e-02,1.829213506164557135e+00,5.466007229294655545e+00,1.829662553797065216e+00
4.563179068781326464e+01,-1.505155639919216470e-01,1.826441042826632222e+00,5.482518069211844036e+00,1.832632483048754146e+00
4.573252311758768940e+01,-3.435219425549571604e-01,1.823075296184656580e+00,5.486207803314812281e+00,1.855157907180815746e+00
4.583325554736210705e+01,-5.176105290990169472e-01,1.798165650783278613e+00,5.502049987636621786e+00,1.871181543167582673e+00
4.593398797713653181e+01,-6.914966670877686905e-01,1.759395423876125353e+00,5.502182535159551691e+00,1.890407336567900609e+00
4.603472040691095657e+01,-8.655236817941288630e-01,1.676491672478479744e+00,5.516270056291204149e+00,1.886731451912580626e+00
